County,pct_rur_10,pop_10,pop_00,pop_90,pop_80,pop_70,hsg_10,hsg_00,hsg_90,hsg_80,hsg_70,lat,long,ind_dis,land_sqmi,pop_den,hsg_den,pct_dpop_00,pct_dpop_90,pct_dhsg_80,pct_dhsg_90,pct_dhsg_00,pct_dpop_80,h_sold_07,h_sold_08,h_sold_09,h_sold_10,h_sold_11,h_sold_12,h_sold_13,h_sold_14,h_sold_15,h_sold_16,med_07,med_08,med_09,med_10,med_11,med_12,med_13,med_14,med_15,med_16,fm_cnt_12,fm_cnt_07,lnd_acr_12,lnd_acr_07,avg_acr_12,avg_acr_07,lnd_val_12,lnd_val_07,k_12,k_07,avg_fm_12,avg_fm_07,avg_usd_12,avg_usd_07,fm_val_049_12,fm_val_050_12,fm_val_100_12,fm_val_200_12,fm_val_500_12,fm_val_01k_12,fm_val_02k_12,fm_val_05k_12,fm_val_10k_12,lnd_apx_12,lnd_pct_12,sz_fm_009_12,sz_acr_009_12,sz_fm_010_12,sz_acr_010_12,sz_fm_050_12,sz_acr_050_12,sz_fm_070_12,sz_acr_070_12,sz_fm_100_12,sz_acr_100_12,sz_fm_140_12,sz_acr_140_12,sz_fm_180_12,sz_acr_180_12,sz_fm_220_12,sz_acr_220_12,sz_fm_260_12,sz_acr_260_12,sz_fm_500_12,sz_acr_500_12,sz_fm_01k_12,sz_acr_01k_12,sz_fm_02k_12,sz_acr_02k_12,sz_fm_009_07,sz_acr_009_07,sz_fm_010_07,sz_acr_010_07,sz_fm_050_07,sz_acr_050_07,sz_fm_070_07,sz_acr_070_07,sz_fm_100_07,sz_acr_100_07,sz_fm_140_07,sz_acr_140_07,sz_fm_180_07,sz_acr_180_07,sz_fm_220_07,sz_acr_220_07,sz_fm_260_07,sz_acr_260_07,sz_fm_500_07,sz_acr_500_07,sz_fm_01k_07,sz_acr_01k_07,sz_fm_02k_07,sz_acr_02k_07,cp_fm_12,cp_fm_07,cp_acr_12,cp_acr_07,cp_hvt_fm_12,cp_hvt_fm_07,cp_hvt_acr_12,cp_hvt_acr_07,cp_gz_fm_12,cp_gz_fm_07x,cp_gz_acr_12,cp_gz_acr_07x,cp_ot_fm_12,cp_ot_fm_07,cp_ot_acr_12,cp_ot_acr_07,cp_id_fm_12,cp_id_fm_07,cp_id_acr_12,cp_id_acr_07,cp_fl_fm_12,cp_fl_fm_07,cp_fl_acr_12,cp_fl_acr_07,cp_sm_fm_12,cp_sm_fm_07,cp_sm_acr_12,cp_sm_acr_07,wd_fm_12,wd_fm_07,wd_acr_12,wd_acr_07,wd_p1_fm_12,wd_p1_fm_07,wd_p1_acr_12,wd_p1_acr_07,wd_p0_fm_12,wd_p0_fm_07,wd_p0_acr_12,wd_p0_acr_07,ps_rg_fm_12,ps_rg_fm_07,ps_rg_acr_12,ps_rg_acr_07,bdg_fm_12,bdg_fm_07,bdg_acr_12,bdg_acr_07,pst_fm_12,pst_fm_07,pst_acr_12,pst_acr_07,cnv_fm_12,cnv_fm_07,cnv_acr_12,cnv_acr_07,ins_fm_12,ins_fm_07,ins_acr_12,ins_acr_07,cp_ot_fm_02,cp_ot_acr_02,cp_id_fm_02,cp_id_acr_02,cp_fl_fm_02,cp_fl_acr_02,cp_sm_fm_02,cp_sm_acr_02,wd_fm_02,wd_acr_02,wd_p1_fm_02,wd_p1_acr_02
macon,79.6,22248,20386,15906,15700,12315,9861,8894,6879,6096,4420,36.52,-86.03,3793.41410556,307.14,72.4,32.1,9.1,28.2,1.3,10.9,29.3,12.8,34,54,30,33,20,22,20,40,16,33,90900.0,106067.5,88000.0,96000,106900.0,96000.0,122200.0,108802.5,114950.0,138000.0,879.0,1066.0,121860.0,127801.0,139.0,120.0,879.0,1066.0,417278.0,417842.0,474719.0,391972.0,3424.0,3269.0,47.0,97.0,249.0,323.0,104.0,41.0,10.0,1.0,7.0,196572.0,62.0,32.0,198.0,265.0,7377.0,98.0,5598.0,103.0,8520.0,140.0,16267.0,71.0,11075.0,45.0,8874.0,30.0,7173.0,67.0,23136.0,16.0,10500.0,8.0,10658.0,4.0,12484.0,63.0,830.0,372.0,9914.0,147.0,8666.0,104.0,8565.0,99.0,11541.0,69.0,10726.0,63.0,12340.0,33.0,7845.0,80.0,26221.0,25.0,16424.0,10.0,12979.0,1.0,63755.0,690.0,866.0,47627.0,55364.0,634.0,736.0,38009.0,30913.0,107.0,348.0,6217.0,18723.0,99.0,156.0,3401.0,5728.0,73.0,106.0,1508.0,2643.0,29.0,55.0,1893.0,3085.0,2.0,5.0,7.0,9.0,631.0,682.0,32231.0,33454.0,364.0,442.0,11102.0,13469.0,432.0,401.0,21129.0,19985.0,665.0,669.0,38159.0,34321.0,580.0,504.0,3843.0,4662.0,724.0,913.0,55478.0,66513.0,3.0,17.0,23.0,1718.0,76.0,66.0,10401.0,5336.0,253.0,6479.0,236.0,6043.0,25.0,436.0,18.0,31.0,865.0,42106.0,527.0,18851.0
madison,25.8,98294,91837,77982,74546,65774,41877,38205,31809,28834,21881,35.63,-88.82,7281.61107885,557.12,176.4,75.2,7.0,17.8,4.6,9.6,20.1,10.3,199,184,143,120,106,119,152,124,101,122,186900.0,194552.5,159900.0,164750,179450.0,194500.0,191200.0,199400.0,173400.0,172500.0,592.0,706.0,165946.0,177090.0,280.0,251.0,592.0,706.0,418180.0,495962.0,706385.0,702495.0,2520.0,2801.0,82.0,54.0,134.0,189.0,73.0,19.0,24.0,7.0,10.0,356555.0,46.5,20.0,96.0,165.0,4723.0,55.0,3164.0,52.0,4358.0,82.0,9499.0,55.0,8591.0,28.0,5495.0,16.0,3803.0,60.0,20677.0,24.0,16515.0,17.0,23023.0,18.0,66002.0,44.0,175.0,205.0,5957.0,74.0,4227.0,81.0,7015.0,60.0,6854.0,55.0,8636.0,29.0,5680.0,26.0,6290.0,53.0,18971.0,44.0,29042.0,18.0,25821.0,17.0,58422.0,483.0,599.0,117891.0,134447.0,315.0,353.0,101366.0,101248.0,37.0,160.0,6302.0,14832.0,222.0,278.0,10223.0,18367.0,212.0,241.0,9946.0,13641.0,15.0,55.0,277.0,4726.0,1.0,2.0,51.0,38.0,374.0,332.0,30829.0,24165.0,112.0,116.0,3277.0,5215.0,304.0,265.0,27552.0,18950.0,254.0,281.0,13205.0,13878.0,332.0,334.0,4021.0,4600.0,289.0,391.0,22784.0,33925.0,174.0,225.0,8550.0,12754.0,76.0,78.0,68564.0,57937.0,263.0,15772.0,252.0,13541.0,39.0,2231.0,2.0,12.0,365.0,24723.0,148.0,5375.0
marion,77.0,28237,27776,24860,24416,20577,12954,12140,10011,9031,6562,35.03,-85.52,10221.261116,498.16,56.7,26.0,1.7,11.7,1.8,6.7,21.3,10.9,19,21,15,12,7,6,7,11,12,9,162000.0,149000.0,130800.0,134500,129900.0,159550.0,130000.0,145500.0,147800.0,140000.0,280.0,392.0,50768.0,50593.0,181.0,129.0,280.0,392.0,149373.0,183590.0,533474.0,468342.0,2942.0,3629.0,16.0,33.0,43.0,102.0,52.0,20.0,12.0,2.0,12.0,318822.0,15.9,11.0,66.0,82.0,9826.0,33.0,1956.0,24.0,1951.0,30.0,3447.0,15.0,2363.0,12.0,2358.0,15.0,3506.0,34.0,11482.0,16.0,10097.0,6.0,7056.0,2.0,9652.0,35.0,164.0,130.0,3567.0,47.0,2797.0,45.0,3705.0,30.0,3427.0,31.0,4748.0,13.0,2578.0,9.0,2629.0,38.0,13495.0,9.0,6217.0,4.0,5390.0,1.0,8635.0,200.0,254.0,22028.0,24749.0,187.0,193.0,18932.0,16085.0,25.0,94.0,2262.0,6830.0,27.0,37.0,834.0,1834.0,20.0,24.0,635.0,797.0,10.0,15.0,199.0,1037.0,2.0,4.0,5.0,9.0,173.0,202.0,13536.0,12957.0,97.0,109.0,3661.0,3270.0,103.0,125.0,9875.0,9687.0,197.0,280.0,13943.0,11844.0,157.0,157.0,1261.0,1043.0,217.0,337.0,19866.0,21944.0,5.0,1.0,72.0,6158.0,9.0,18.0,6498.0,5806.0,29.0,692.0,25.0,625.0,5.0,67.0,5.0,16.0,155.0,14703.0,90.0,2158.0
marshall,65.8,30617,26767,21539,19698,17319,13119,11181,8909,7646,6124,35.4,-86.71,8223.15094745,375.46,81.5,34.9,14.4,24.3,9.3,17.3,25.5,16.5,78,119,57,31,28,10,23,53,77,127,129201.0,115900.0,102000.0,106000,100750.0,96250.0,108900.0,127650.0,153900.0,169000.0,1025.0,1078.0,162073.0,151583.0,158.0,141.0,1025.0,1078.0,489053.0,494859.0,477125.0,459053.0,3017.0,3265.0,45.0,100.0,248.0,381.0,162.0,58.0,20.0,10.0,1.0,240294.0,67.4,35.0,193.0,318.0,8864.0,119.0,6964.0,107.0,8779.0,91.0,10360.0,74.0,11651.0,65.0,12882.0,37.0,8806.0,124.0,42749.0,37.0,24547.0,15.0,17628.0,3.0,8650.0,106.0,603.0,304.0,8270.0,115.0,6793.0,108.0,8981.0,119.0,13822.0,63.0,10030.0,60.0,11761.0,39.0,9218.0,110.0,36521.0,42.0,27041.0,9.0,11586.0,3.0,6957.0,728.0,758.0,62486.0,63086.0,669.0,596.0,50610.0,39613.0,107.0,281.0,8917.0,17540.0,76.0,108.0,2959.0,5933.0,60.0,59.0,1899.0,2585.0,25.0,55.0,1060.0,5754.0,2.0,1.0,4.0,12.0,698.0,628.0,34516.0,32248.0,467.0,485.0,18327.0,20355.0,349.0,260.0,16189.0,11893.0,807.0,747.0,60301.0,51278.0,669.0,555.0,4770.0,4971.0,869.0,929.0,87545.0,89173.0,8.0,7.0,377.0,452.0,30.0,16.0,9396.0,6927.0,135.0,3861.0,115.0,3513.0,22.0,274.0,1.0,31.0,754.0,39370.0,540.0,24194.0
maury,41.6,80956,69498,54812,51095,44028,35254,28674,22286,19540,14889,35.62,-87.04,16354.5560604,613.14,132.0,57.5,16.5,26.8,7.3,22.9,28.7,14.1,343,301,249,141,99,132,178,238,406,525,188506.0,190333.0,173720.0,160000,164990.0,172350.0,180000.0,204202.0,208105.0,232753.0,1513.0,1696.0,242464.0,226404.0,160.0,133.0,1513.0,1696.0,884794.0,856652.0,584794.0,505101.0,3649.0,3784.0,80.0,115.0,289.0,600.0,241.0,111.0,54.0,18.0,5.0,392408.0,61.8,72.0,426.0,524.0,14382.0,146.0,8494.0,149.0,12345.0,157.0,18455.0,118.0,18409.0,79.0,15633.0,49.0,11582.0,124.0,44243.0,58.0,39413.0,32.0,42900.0,5.0,16182.0,119.0,653.0,602.0,15437.0,167.0,9602.0,193.0,16123.0,159.0,18389.0,99.0,15413.0,82.0,16154.0,59.0,13945.0,141.0,49718.0,52.0,34815.0,17.0,21126.0,6.0,15029.0,1039.0,1258.0,90148.0,107344.0,942.0,1000.0,75406.0,64383.0,125.0,458.0,8781.0,33072.0,152.0,208.0,5961.0,9889.0,124.0,153.0,3672.0,4723.0,30.0,72.0,363.0,2165.0,1.0,2.0,4.0,9.0,941.0,946.0,55049.0,39248.0,579.0,650.0,30171.0,23527.0,495.0,410.0,24878.0,15721.0,1136.0,1135.0,91442.0,73315.0,916.0,778.0,5825.0,6497.0,1227.0,1442.0,130394.0,129914.0,22.0,29.0,667.0,932.0,33.0,26.0,16156.0,11083.0,204.0,5885.0,185.0,5287.0,32.0,156.0,1.0,30.0,982.0,46552.0,724.0,28377.0
meigs,100.0,11753,11086,8033,7431,5219,5628,5188,3689,2996,1842,35.52,-84.79,14200.654089500002,195.12,60.2,28.8,6.0,38.0,8.1,8.5,40.6,23.1,6,7,6,0,0,2,1,1,1,1,139312.5,128000.0,142750.0,0,0.0,190250.0,85000.0,109900.0,140000.0,176270.0,317.0,367.0,52881.0,49116.0,167.0,134.0,317.0,367.0,186157.0,175829.0,587246.0,479098.0,3520.0,3580.0,13.0,20.0,40.0,137.0,63.0,31.0,10.0,2.0,1.0,124880.0,42.3,11.0,50.0,80.0,9106.0,40.0,2340.0,31.0,2629.0,48.0,5633.0,18.0,2856.0,8.0,1570.0,13.0,3163.0,51.0,17033.0,15.0,10124.0,1.0,4259.0,1.0,133355.0,26.0,164.0,133.0,3683.0,36.0,2050.0,26.0,2161.0,30.0,3465.0,28.0,4508.0,20.0,3971.0,9.0,951.0,44.0,14436.0,13.0,8409.0,1.0,8039.0,1.0,14340.0,252.0,288.0,20041.0,21331.0,232.0,227.0,14009.0,12023.0,24.0,127.0,4455.0,6626.0,48.0,65.0,1577.0,2682.0,41.0,41.0,1232.0,1703.0,11.0,28.0,345.0,4694.0,1.0,1.0,7.0,5.0,229.0,216.0,14663.0,11353.0,126.0,128.0,5155.0,4330.0,166.0,135.0,9508.0,7023.0,242.0,237.0,16347.0,15133.0,211.0,160.0,1830.0,1299.0,267.0,307.0,25957.0,26089.0,7.0,7.0,426.0,681.0,9.0,4.0,2132.0,1284.0,64.0,1618.0,56.0,1326.0,10.0,561.0,2.0,70.0,230.0,14420.0,129.0,3957.0
monroe,76.1,44519,38961,30541,28700,23475,20787,17287,12803,11002,7736,35.26,-84.3,14751.7824069,635.56,70.0,32.7,14.3,27.6,6.4,20.2,35.0,16.4,80,55,19,9,4,1,3,2,1,10,169900.0,180500.0,140000.0,125000,129950.0,103000.0,140000.0,216944.0,141000.0,166950.0,872.0,935.0,110628.0,92570.0,127.0,99.0,872.0,935.0,498559.0,378512.0,571742.0,404826.0,4507.0,4089.0,45.0,63.0,201.0,311.0,160.0,56.0,21.0,8.0,7.0,406766.0,27.2,33.0,164.0,333.0,4345.0,97.0,5641.0,123.0,10143.0,80.0,9382.0,64.0,9763.0,26.0,5192.0,24.0,5826.0,57.0,19560.0,19.0,12790.0,15.0,21367.0,1.0,54740.0,32.0,189.0,431.0,11579.0,108.0,6229.0,98.0,7939.0,82.0,9560.0,56.0,8590.0,39.0,7591.0,19.0,4564.0,48.0,16904.0,17.0,12317.0,5.0,7108.0,26.0,16611.0,668.0,696.0,48108.0,43646.0,604.0,546.0,40753.0,26987.0,87.0,265.0,4621.0,12898.0,110.0,131.0,2734.0,3761.0,86.0,80.0,2173.0,2631.0,33.0,63.0,556.0,1294.0,5.0,2.0,5.0,12.0,540.0,545.0,22832.0,17328.0,318.0,353.0,9026.0,9089.0,331.0,289.0,13806.0,8239.0,643.0,630.0,35967.0,28659.0,560.0,416.0,3721.0,2937.0,697.0,800.0,49614.0,50646.0,92.0,10.0,217.0,678.0,24.0,8.0,7370.0,2364.0,138.0,2978.0,130.0,2716.0,16.0,412.0,1.0,31.0,577.0,18516.0,354.0,8145.0
montgomery,19.7,172331,134768,100498,83342,62721,70098,52167,37233,29724,18815,36.58,-87.06,18516.034358200002,539.18,319.6,130.0,27.9,34.1,20.6,34.4,40.1,25.3,1065,903,988,832,1018,1147,958,458,782,1013,163500.0,170000.0,165702.0,182000,185900.0,187700.0,189900.0,185700.0,207500.0,212000.0,783.0,862.0,147371.0,151461.0,188.0,176.0,783.0,862.0,635135.0,490413.0,811156.0,568924.0,4310.0,3238.0,42.0,60.0,157.0,264.0,128.0,64.0,51.0,11.0,6.0,345073.0,42.7,38.0,192.0,264.0,7017.0,80.0,4658.0,80.0,6529.0,73.0,8527.0,37.0,5851.0,40.0,8056.0,42.0,9993.0,68.0,23023.0,37.0,23830.0,18.0,23839.0,6.0,25856.0,49.0,274.0,279.0,7214.0,92.0,5306.0,87.0,7260.0,74.0,8710.0,59.0,9245.0,34.0,6670.0,33.0,7874.0,88.0,31956.0,50.0,35317.0,10.0,13397.0,7.0,18238.0,570.0,687.0,77103.0,87812.0,508.0,533.0,67256.0,59925.0,79.0,272.0,5565.0,20255.0,138.0,185.0,4282.0,7632.0,122.0,131.0,3791.0,4844.0,22.0,71.0,1060.0,2777.0,1.0,4.0,7.0,11.0,533.0,499.0,28952.0,25525.0,246.0,259.0,10744.0,8915.0,381.0,367.0,18208.0,16610.0,484.0,478.0,36778.0,32867.0,529.0,439.0,4538.0,5257.0,546.0,647.0,53087.0,62037.0,26.0,26.0,651.0,828.0,75.0,74.0,34734.0,24417.0,242.0,9362.0,214.0,8404.0,39.0,813.0,6.0,145.0,624.0,36076.0,323.0,14068.0
moore,99.9,6362,5740,4721,4510,3568,2915,2515,1912,1669,1242,35.28,-86.35,6362.28104813,129.22,49.2,22.6,10.8,21.6,4.7,15.9,31.5,14.6,7,5,3,1,0,0,0,0,3,2,145000.0,99500.0,100400.0,455000,0.0,0.0,0.0,0.0,139000.0,192250.0,358.0,346.0,58699.0,51814.0,164.0,150.0,358.0,346.0,207118.0,170043.0,578542.0,491455.0,3528.0,3282.0,5.0,17.0,44.0,177.0,72.0,20.0,21.0,2.0,7.0,82703.0,71.0,16.0,61.0,99.0,2635.0,28.0,1573.0,46.0,3926.0,49.0,5723.0,18.0,2769.0,28.0,5547.0,10.0,2415.0,36.0,12280.0,25.0,17450.0,3.0,4320.0,34.0,87816.0,21.0,135.0,88.0,2695.0,29.0,1749.0,44.0,3586.0,54.0,6086.0,25.0,3872.0,11.0,2175.0,14.0,7948.0,44.0,14584.0,12.0,8020.0,3.0,3520.0,1.0,14115.0,237.0,266.0,14802.0,21201.0,227.0,213.0,12904.0,11505.0,15.0,90.0,1287.0,8337.0,18.0,36.0,611.0,1359.0,16.0,26.0,1786.0,706.0,2.0,19.0,493.0,653.0,3.0,2.0,51.0,8.0,268.0,206.0,12862.0,10252.0,174.0,159.0,7834.0,7176.0,141.0,90.0,5028.0,3076.0,307.0,237.0,29310.0,18902.0,245.0,141.0,1725.0,1459.0,318.0,307.0,38431.0,34415.0,92.0,1.0,148.0,549.0,10.0,2.0,2580.0,11083.0,57.0,1376.0,52.0,1255.0,5.0,3.0,1.0,12.0,269.0,13767.0,201.0,9748.0
morgan,99.9,21987,19757,17300,16604,13619,8920,7714,6378,5924,4168,36.02,-84.43,7757.58864708,522.18,42.1,17.1,11.3,14.2,4.2,15.6,20.9,7.7,9,11,5,5,3,3,4,2,0,0,139900.0,115000.0,67500.0,165000,79000.0,88000.0,84000.0,84750.0,0.0,0.0,413.0,407.0,55475.0,53335.0,134.0,131.0,413.0,407.0,190088.0,154080.0,460262.0,378576.0,3427.0,2889.0,20.0,44.0,85.0,174.0,53.0,22.0,13.0,1.0,1.0,334193.0,16.6,9.0,40.0,127.0,2640.0,47.0,2707.0,42.0,3559.0,47.0,5362.0,42.0,6627.0,25.0,4888.0,23.0,5430.0,33.0,11463.0,16.0,9483.0,2.0,9225.0,14.0,66002.0,24.0,148.0,128.0,3608.0,63.0,3570.0,26.0,2194.0,54.0,6198.0,21.0,3270.0,19.0,3807.0,16.0,3883.0,46.0,15810.0,7.0,4632.0,2.0,18028.0,1.0,114208.0,322.0,324.0,19463.0,20551.0,297.0,267.0,14589.0,12751.0,49.0,101.0,3517.0,5161.0,42.0,60.0,1357.0,2639.0,36.0,48.0,1074.0,1565.0,8.0,16.0,283.0,867.0,2.0,2.0,7.0,16.0,321.0,306.0,21661.0,16952.0,151.0,175.0,4744.0,4526.0,268.0,219.0,16917.0,12426.0,303.0,271.0,12245.0,14017.0,260.0,211.0,2106.0,1815.0,328.0,336.0,20506.0,23704.0,2.0,1.0,9525.0,7216.0,5.0,2.0,892.0,2364.0,66.0,1507.0,53.0,1195.0,22.0,300.0,3.0,12.0,284.0,18185.0,143.0,4471.0
obion,61.6,31807,32450,31717,32781,30247,14659,14489,13359,13059,11173,36.26,-89.32,32895.3236893,544.73,58.4,26.9,-2.0,2.3,-3.2,1.2,8.5,2.3,8,6,7,7,0,5,4,1,4,4,117500.0,166500.0,122000.0,175000,0.0,163000.0,188750.0,169000.0,170200.0,132950.0,568.0,693.0,252815.0,251844.0,445.0,363.0,568.0,693.0,805432.0,642008.0,1418014.0,926419.0,3186.0,2549.0,52.0,65.0,117.0,140.0,79.0,41.0,28.0,27.0,19.0,348745.0,72.5,14.0,75.0,171.0,4586.0,43.0,2469.0,43.0,3544.0,63.0,7283.0,42.0,6850.0,22.0,4360.0,17.0,4082.0,59.0,20093.0,34.0,23548.0,27.0,39511.0,33.0,136414.0,42.0,280.0,231.0,6563.0,67.0,3917.0,77.0,6126.0,40.0,4652.0,41.0,6384.0,29.0,5650.0,11.0,2629.0,50.0,17660.0,35.0,23553.0,33.0,43453.0,37.0,130977.0,471.0,589.0,211753.0,211745.0,349.0,415.0,198233.0,190202.0,44.0,122.0,4097.0,8393.0,169.0,188.0,9423.0,13150.0,166.0,178.0,8896.0,8846.0,6.0,16.0,301.0,4304.0,1.0,11.0,4.0,12.0,274.0,267.0,15459.0,13646.0,106.0,116.0,4012.0,3815.0,206.0,196.0,11447.0,9831.0,272.0,272.0,22528.0,21662.0,302.0,269.0,3075.0,4791.0,304.0,356.0,30637.0,33870.0,154.0,184.0,8312.0,9462.0,103.0,111.0,132115.0,119855.0,183.0,10572.0,168.0,8661.0,19.0,1911.0,18.0,50.0,279.0,18286.0,126.0,4411.0
overton,84.2,22083,20118,17636,17575,14866,10295,9168,7388,6526,5109,36.51,-85.32,26688.9190567,433.48,50.9,23.7,9.8,14.1,0.3,12.3,24.1,13.2,28,32,28,7,3,8,9,13,10,21,147450.0,147500.0,130000.0,140000,114000.0,123500.0,132000.0,137500.0,140500.0,149000.0,922.0,1009.0,123077.0,114800.0,133.0,114.0,922.0,1009.0,399977.0,372811.0,433815.0,369485.0,3250.0,3247.0,66.0,93.0,167.0,388.0,142.0,33.0,27.0,6.0,6.0,277430.0,44.4,43.0,131.0,322.0,8804.0,97.0,5580.0,103.0,8269.0,90.0,10418.0,85.0,13336.0,41.0,8030.0,32.0,7622.0,71.0,25524.0,26.0,18762.0,11.0,14460.0,1.0,67302.0,71.0,371.0,374.0,10164.0,113.0,6523.0,100.0,8112.0,119.0,13877.0,58.0,9106.0,45.0,8940.0,27.0,6416.0,70.0,23859.0,22.0,14002.0,10.0,13430.0,22.0,15029.0,680.0,806.0,36114.0,49748.0,617.0,678.0,29881.0,30003.0,63.0,317.0,3786.0,15832.0,110.0,108.0,2447.0,3913.0,85.0,65.0,1889.0,1680.0,27.0,47.0,555.0,2225.0,3.0,3.0,3.0,8.0,605.0,619.0,38254.0,29184.0,297.0,347.0,10218.0,9649.0,444.0,408.0,28036.0,19535.0,714.0,695.0,45649.0,32780.0,529.0,375.0,3060.0,3088.0,768.0,876.0,59653.0,58261.0,8.0,18.0,195.0,608.0,18.0,5.0,3362.0,26.0,154.0,4674.0,137.0,4384.0,27.0,274.0,4.0,16.0,644.0,32221.0,347.0,9437.0
perry,100.0,7915,7631,6612,6111,5238,4599,4115,3225,2842,2160,35.61,-87.84,12149.1030474,414.73,19.1,11.1,3.7,15.4,8.2,11.8,27.6,13.5,0,1,3,0,1,0,0,0,0,0,0.0,33000.0,43500.0,0,190000.0,0.0,0.0,0.0,0.0,0.0,246.0,257.0,47691.0,50884.0,194.0,198.0,246.0,257.0,94467.0,107688.0,384014.0,419021.0,1981.0,2116.0,21.0,35.0,50.0,98.0,22.0,15.0,3.0,2.0,14.0,265439.0,18.0,5.0,17.0,43.0,14108.0,31.0,1821.0,20.0,1598.0,32.0,3578.0,24.0,3850.0,14.0,2775.0,15.0,3611.0,47.0,16349.0,10.0,6314.0,4.0,4464.0,1.0,22565.0,3.0,8.0,52.0,1378.0,16.0,891.0,28.0,2389.0,31.0,3643.0,33.0,5308.0,19.0,3802.0,12.0,2918.0,43.0,14400.0,14.0,8419.0,6.0,7728.0,2.0,36411.0,196.0,213.0,13814.0,19414.0,162.0,173.0,9097.0,9908.0,28.0,80.0,2014.0,5585.0,52.0,74.0,2703.0,3921.0,41.0,36.0,1345.0,1537.0,16.0,49.0,1358.0,2384.0,2.0,11.0,51.0,9.0,185.0,178.0,21500.0,19557.0,57.0,81.0,3308.0,5412.0,161.0,145.0,18192.0,14145.0,162.0,164.0,11205.0,11039.0,143.0,101.0,1172.0,874.0,178.0,206.0,16527.0,22036.0,15.0,18.0,320.0,394.0,3.0,14.0,235.0,1632.0,69.0,2125.0,60.0,1765.0,12.0,368.0,1.0,30.0,146.0,19418.0,44.0,2990.0
pickett,100.0,5077,4945,4548,4358,3774,3462,2956,2253,1867,1382,36.57,-85.13,8282.09854171,162.98,31.2,21.2,2.7,8.7,4.4,17.1,31.2,20.7,2,3,4,1,1,1,0,0,0,1,180000.0,153000.0,175450.0,134000,145000.0,155000.0,0.0,0.0,0.0,265000.0,316.0,365.0,41791.0,37916.0,132.0,104.0,316.0,365.0,121384.0,131809.0,384128.0,361120.0,2905.0,3476.0,22.0,23.0,87.0,107.0,54.0,19.0,4.0,8.0,19.0,104307.0,40.1,16.0,88.0,92.0,2625.0,33.0,1915.0,32.0,2707.0,50.0,5611.0,30.0,4850.0,8.0,1573.0,19.0,4620.0,25.0,8182.0,7.0,4620.0,4.0,5000.0,19.0,74952.0,38.0,608.0,112.0,3014.0,31.0,1862.0,41.0,3414.0,60.0,6723.0,29.0,4512.0,21.0,4196.0,8.0,1886.0,19.0,6197.0,2.0,5779.0,4.0,4777.0,18.0,129007.0,246.0,286.0,14518.0,17573.0,227.0,243.0,11877.0,9628.0,25.0,102.0,1850.0,6990.0,30.0,44.0,791.0,955.0,26.0,24.0,709.0,731.0,6.0,21.0,82.0,224.0,2.0,1.0,4.0,11.0,217.0,191.0,10169.0,7612.0,103.0,121.0,2440.0,2266.0,149.0,113.0,7729.0,5346.0,256.0,250.0,15899.0,11916.0,195.0,128.0,1205.0,815.0,262.0,314.0,20189.0,21172.0,1.0,3.0,74.0,9462.0,13.0,13.0,1200.0,231.0,61.0,1120.0,57.0,1043.0,8.0,77.0,5.0,14.0,245.0,11590.0,131.0,2621.0
polk,100.0,16825,16050,13643,13602,11669,7991,7369,5659,5090,3954,35.17,-84.65,12788.5319186,434.68,38.7,18.4,4.8,17.6,0.3,8.4,30.2,11.2,2,9,2,1,0,1,0,0,2,2,115400.0,182000.0,77250.0,317500,0.0,342900.0,0.0,0.0,175750.0,112500.0,255.0,305.0,35560.0,32397.0,139.0,106.0,255.0,305.0,158965.0,151132.0,623392.0,495514.0,4470.0,4665.0,15.0,17.0,39.0,97.0,56.0,13.0,12.0,6.0,5.0,278193.0,12.8,12.0,49.0,104.0,2820.0,28.0,1639.0,21.0,1736.0,24.0,2883.0,21.0,3295.0,10.0,1994.0,6.0,1367.0,12.0,4233.0,10.0,7238.0,7.0,8306.0,13.0,66002.0,30.0,167.0,123.0,3422.0,26.0,1536.0,38.0,3180.0,31.0,3540.0,14.0,2215.0,6.0,1181.0,9.0,4059.0,22.0,8702.0,4.0,3107.0,2.0,16147.0,8.0,14340.0,182.0,215.0,16258.0,17780.0,161.0,170.0,13530.0,10363.0,19.0,86.0,1673.0,6029.0,43.0,46.0,1055.0,1388.0,41.0,31.0,913.0,969.0,7.0,19.0,142.0,419.0,5.0,5.0,51.0,8.0,150.0,152.0,9028.0,5876.0,67.0,88.0,2172.0,1428.0,112.0,96.0,6856.0,4448.0,164.0,212.0,8650.0,7505.0,172.0,142.0,1624.0,1236.0,184.0,261.0,12495.0,14962.0,9.0,7.0,5763.0,286.0,12.0,9.0,3610.0,3381.0,39.0,1470.0,36.0,1411.0,2.0,189.0,1.0,14.0,131.0,6596.0,67.0,1258.0
